Name,MapDate,DSCI
South,20140902,135
South,20140909,130
South,20140916,126
South,20140923,118
South,20140930,127
South,20141007,126
South,20141014,116
South,20141021,117
South,20141028,124
South,20141104,124
South,20141111,119
South,20141118,119
South,20141125,111
South,20141202,112
South,20141209,121
South,20141216,128
South,20141223,130
South,20141230,122
South,20150106,107
South,20150113,108
South,20150120,114
South,20150127,111
South,20150203,113
South,20150210,125
South,20150217,142
South,20150224,141
South,20150303,132
South,20150310,122
South,20150317,120
South,20150324,109
South,20150331,107
South,20150407,109
South,20150414,104
South,20150421,89
South,20150428,76
South,20150505,74
South,20150512,55
South,20150519,40
South,20150526,21
South,20150602,9
South,20150609,8
South,20150616,7
South,20150623,8
South,20150630,8
South,20150707,4
South,20150714,2
South,20150721,3
South,20150728,13
South,20150804,29
South,20150811,61
South,20150818,71
South,20150825,68
South,20150901,76
South,20150908,94
South,20150915,100
South,20150922,110
South,20150929,125
South,20151006,148
South,20151013,165
South,20151020,190
South,20151027,80
South,20151103,40
South,20151110,27
South,20151117,21
South,20151124,11
South,20151201,4
South,20151208,1
South,20151215,2
South,20151222,2
South,20151229,2
South,20160105,1
South,20160112,1
South,20160119,1
South,20160126,1
South,20160202,1
South,20160209,6
South,20160216,26
South,20160223,12
South,20160301,20
South,20160308,30
South,20160315,12
South,20160322,15
South,20160329,27
South,20160405,30
South,20160412,31
South,20160419,27
South,20160426,23
South,20160503,17
South,20160510,16
South,20160517,11
South,20160524,17
South,20160531,18
South,20160607,18
South,20160614,19
South,20160621,23
South,20160628,24
South,20160705,29
South,20160712,35
South,20160719,42
South,20160726,59
South,20160802,57
South,20160809,58
South,20160816,40
South,20160823,27
South,20160830,24
South,20160906,21
South,20160913,20
South,20160920,21
South,20160927,32
South,20161004,46
South,20161011,67
South,20161018,87
South,20161025,102
South,20161101,123
South,20161108,126
South,20161115,143
South,20161122,164
South,20161129,161
South,20161206,121
South,20161213,118
South,20161220,110
South,20161227,100
South,20170103,86
South,20170110,90
South,20170117,79
South,20170124,56
South,20170131,56
South,20170207,59
South,20170214,59
South,20170221,59
South,20170228,76
South,20170307,86
South,20170314,84
South,20170321,97
South,20170328,83
South,20170404,57
South,20170411,52
South,20170418,44
South,20170425,29
South,20170502,16
South,20170509,19
South,20170516,29
South,20170523,15
South,20170530,22
South,20170606,12
South,20170613,17
South,20170620,22
South,20170627,27
South,20170704,25
South,20170711,22
South,20170718,25
South,20170725,28
South,20170801,28
South,20170808,20
South,20170815,8
South,20170822,9
South,20170829,3
South,20170905,3
South,20170912,8
South,20170919,22
South,20170926,30
South,20171003,29
South,20171010,30
South,20171017,40
South,20171024,40
South,20171031,45
South,20171107,59
South,20171114,77
South,20171121,100
South,20171128,129
South,20171205,142
South,20171212,144
South,20171219,142
South,20171226,116
South,20180102,127
South,20180109,139
South,20180116,149
South,20180123,164
South,20180130,177
South,20180206,191
South,20180213,177
South,20180220,172
South,20180227,122
South,20180306,110
South,20180313,112
South,20180320,116
South,20180327,120
South,20180403,104
South,20180410,105
South,20180417,106
South,20180424,110
South,20180501,108
South,20180508,97
South,20180515,104
South,20180522,99
South,20180529,101
South,20180605,118
South,20180612,126
South,20180619,117
South,20180626,121
South,20180703,136
South,20180710,124
South,20180717,121
South,20180724,138
South,20180731,146
South,20180807,160
South,20180814,137
South,20180821,122
South,20180828,122
South,20180904,115
South,20180911,74
South,20180918,70
South,20180925,46
South,20181002,41
South,20181009,29
South,20181016,12
South,20181023,10
South,20181030,6
South,20181106,4
South,20181113,3
South,20181120,3
South,20181127,5
South,20181204,6
South,20181211,7
South,20181218,9
South,20181225,14
South,20190101,5
South,20190108,4
South,20190115,5
South,20190122,6
South,20190129,6
South,20190205,10
South,20190212,22
South,20190219,27
South,20190226,37
South,20190305,39
South,20190312,32
South,20190319,22
South,20190326,31
South,20190402,40
South,20190409,30
South,20190416,19
South,20190423,12
South,20190430,8
South,20190507,2
South,20190514,0
South,20190521,2
South,20190528,6
South,20190604,7
South,20190611,4
South,20190618,7
South,20190625,5
South,20190702,5
South,20190709,6
South,20190716,5
South,20190723,7
South,20190730,18
South,20190806,38
South,20190813,57
South,20190820,69
South,20190827,73
South,20190903,72
South,20190910,88
South,20190917,104
South,20190924,105
South,20191001,114
South,20191008,110
South,20191015,110
South,20191022,100
South,20191029,81
South,20191105,70
South,20191112,55
South,20191119,56
South,20191126,57
South,20191203,61
South,20191210,63
South,20191217,65
South,20191224,68
South,20191231,63
South,20200107,65
South,20200114,61
South,20200121,62
South,20200128,60
South,20200204,59
South,20200211,55
South,20200218,45
South,20200225,36
South,20200303,42
South,20200310,43
South,20200317,43
South,20200324,38
South,20200331,41
South,20200407,39
South,20200414,36
South,20200421,37
South,20200428,38
South,20200505,37
South,20200512,45
South,20200519,36
South,20200526,30
South,20200602,35
South,20200609,48
South,20200616,63
South,20200623,60
South,20200630,68
South,20200707,65
South,20200714,71
South,20200721,82
South,20200728,77
South,20200804,70
South,20200811,80
South,20200818,86
South,20200825,102
South,20200901,99
South,20200908,83
South,20200915,71
South,20200922,66
South,20200929,67
South,20201006,73
South,20201013,79
South,20201020,88
South,20201027,92
South,20201103,85
South,20201110,110
South,20201117,137
South,20201124,157
South,20201201,155
South,20201208,158
South,20201215,157
South,20201222,159
South,20201229,162
South,20210105,118
South,20210112,101
South,20210119,108
South,20210126,96
South,20210202,104
South,20210209,113
South,20210216,104
South,20210223,107
South,20210302,107
South,20210309,123
South,20210316,130
South,20210323,125
South,20210330,121
South,20210406,133
South,20210413,135
South,20210420,126
South,20210427,124
South,20210504,91
South,20210511,91
South,20210518,69
South,20210525,54
South,20210601,41
South,20210608,29
South,20210615,27
South,20210622,30
South,20210629,20
South,20210706,12
South,20210713,10
South,20210720,7
South,20210727,5
South,20210803,6
South,20210810,10
South,20210817,10
South,20210824,7
South,20210831,9
South,20210907,13
South,20210914,24
South,20210921,40
South,20210928,63
South,20211005,57
South,20211012,64
South,20211019,58
South,20211026,73
South,20211102,79
South,20211109,80
South,20211116,89
South,20211123,97
South,20211130,120
South,20211207,136
South,20211214,148
South,20211221,147
Southeast,20001226,204
Southeast,20010102,191
Southeast,20010109,196
Southeast,20010116,199
Southeast,20010123,178
Southeast,20010130,184
Southeast,20010206,192
Southeast,20010213,215
Southeast,20010220,226
Southeast,20010227,226
Southeast,20010306,205
Southeast,20010313,197
Southeast,20010320,192
Southeast,20010327,186
Southeast,20010403,160
Southeast,20010410,154
Southeast,20010417,158
Southeast,20010424,160
Southeast,20010501,156
Southeast,20010508,205
Southeast,20010515,224
Southeast,20010522,211
Southeast,20010529,205
Southeast,20010605,176
Southeast,20010612,143
Southeast,20010619,121
Southeast,20010626,118
Southeast,20010703,101
Southeast,20010710,78
Southeast,20010717,76
Southeast,20010724,68
Southeast,20010731,53
Southeast,20010807,31
Southeast,20010814,31
Southeast,20010821,26
Southeast,20010828,34
Southeast,20010904,27
Southeast,20010911,27
Southeast,20010918,31
Southeast,20010925,26
Southeast,20011002,34
Southeast,20011009,51
Southeast,20011016,54
Southeast,20011023,86
Southeast,20011030,123
Southeast,20011106,141
Southeast,20011113,154
Southeast,20011120,173
Southeast,20011127,173
Southeast,20011204,191
Southeast,20011211,168
Southeast,20011218,173
Southeast,20011225,180
Southeast,20020101,198
Southeast,20020108,200
Southeast,20020115,189
Southeast,20020122,180
Southeast,20020129,174
Southeast,20020205,180
Southeast,20020212,174
Southeast,20020219,187
Southeast,20020226,201
Southeast,20020305,194
Southeast,20020312,226
Southeast,20020319,219
Southeast,20020326,216
Southeast,20020402,185
Southeast,20020409,185
Southeast,20020416,176
Southeast,20020423,184
Southeast,20020430,207
Southeast,20020507,203
Southeast,20020514,218
Southeast,20020521,222
Southeast,20020528,227
Southeast,20020604,227
Southeast,20020611,235
Southeast,20020618,232
Southeast,20020625,239
Southeast,20020702,235
Southeast,20020709,236
Southeast,20020716,231
Southeast,20020723,235
Southeast,20020730,213
Southeast,20020806,214
Southeast,20020813,232
Southeast,20020820,240
Southeast,20020827,230
Southeast,20020903,211
Southeast,20020910,227
Southeast,20020917,201
Southeast,20020924,183
Southeast,20021001,161
Southeast,20021008,189
Southeast,20021015,142
Southeast,20021022,119
Southeast,20021029,112
Southeast,20021105,98
Southeast,20021112,71
Southeast,20021119,53
Southeast,20021126,53
Southeast,20021203,52
Southeast,20021210,50
Southeast,20021217,33
Southeast,20021224,33
Southeast,20021231,21
Southeast,20030107,18
Southeast,20030114,18
Southeast,20030121,19
Southeast,20030128,19
Southeast,20030204,26
Southeast,20030211,29
Southeast,20030218,29
Southeast,20030225,27
Southeast,20030304,27
Southeast,20030311,14
Southeast,20030318,14
Southeast,20030325,2
Southeast,20030401,0
Southeast,20030408,0
Southeast,20030415,0
Southeast,20030422,0
Southeast,20030429,0
Southeast,20030506,1
Southeast,20030513,12
Southeast,20030520,4
Southeast,20030527,0
Southeast,20030603,0
Southeast,20030610,0
Southeast,20030617,0
Southeast,20030624,0
Southeast,20030701,0
Southeast,20030708,0
Southeast,20030715,0
Southeast,20030722,0
Southeast,20030729,0
Southeast,20030805,0
Southeast,20030812,0
Southeast,20030819,0
Southeast,20030826,0
Southeast,20030902,0
Southeast,20030909,0
Southeast,20030916,0
Southeast,20030923,0
Southeast,20030930,0
Southeast,20031007,0
Southeast,20031014,0
Southeast,20031021,0
Southeast,20031028,0
Southeast,20031104,0
Southeast,20031111,0
Southeast,20031118,0
Southeast,20031125,0
Southeast,20031202,0
Southeast,20031209,5
Southeast,20031216,1
Southeast,20031223,2
Southeast,20031230,2
Southeast,20040106,0
Southeast,20040113,0
Southeast,20040120,0
Southeast,20040127,0
Southeast,20040203,0
Southeast,20040210,0
Southeast,20040217,0
Southeast,20040224,0
Southeast,20040302,0
Southeast,20040309,0
Southeast,20040316,0
Southeast,20040323,37
Southeast,20040330,45
Southeast,20040406,61
Southeast,20040413,56
Southeast,20040420,61
Southeast,20040427,67
Southeast,20040504,46
Southeast,20040511,51
Southeast,20040518,59
Southeast,20040525,103
Southeast,20040601,103
Southeast,20040608,88
Southeast,20040615,66
Southeast,20040622,58
Southeast,20040629,26
Southeast,20040706,14
Southeast,20040713,17
Southeast,20040720,14
Southeast,20040727,12
Southeast,20040803,16
Southeast,20040810,27
Southeast,20040817,3
Southeast,20040824,3
Southeast,20040831,3
Southeast,20040907,0
Southeast,20040914,0
Southeast,20040921,0
Southeast,20040928,0
Southeast,20041005,0
Southeast,20041012,0
Southeast,20041019,0
Southeast,20041026,0
Southeast,20041102,0
Southeast,20041109,0
Southeast,20041116,0
Southeast,20041123,2
Southeast,20041130,0
Southeast,20041207,0
Southeast,20041214,3
Southeast,20041221,4
Southeast,20041228,3
Southeast,20050104,3
Southeast,20050111,3
Southeast,20050118,3
Southeast,20050125,3
Southeast,20050201,4
Southeast,20050208,4
Southeast,20050215,9
Southeast,20050222,11
Southeast,20050301,6
Southeast,20050308,18
Southeast,20050315,18
Southeast,20050322,14
Southeast,20050329,6
Southeast,20050405,1
Southeast,20050412,0
Southeast,20050419,0
Southeast,20050426,0
Southeast,20050503,0
Southeast,20050510,0
Southeast,20050517,6
Southeast,20050524,6
Southeast,20050531,7
Southeast,20050607,4
Southeast,20050614,0
Southeast,20050621,8
Southeast,20050628,11
Southeast,20050705,12
Southeast,20050712,2
Southeast,20050719,2
Southeast,20050726,2
Southeast,20050802,1
Southeast,20050809,0
Southeast,20050816,0
Southeast,20050823,0
Southeast,20050830,2
Southeast,20050906,14
Southeast,20050913,20
Southeast,20050920,45
Southeast,20050927,52
Southeast,20051004,66
Southeast,20051011,16
Southeast,20051018,18
Southeast,20051025,23
Southeast,20051101,47
Southeast,20051108,51
Southeast,20051115,71
Southeast,20051122,56
Southeast,20051129,25
Southeast,20051206,12
Southeast,20051213,8
Southeast,20051220,5
Southeast,20051227,5
Southeast,20060103,3
Southeast,20060110,13
Southeast,20060117,14
Southeast,20060124,10
Southeast,20060131,13
Southeast,20060207,10
Southeast,20060214,6
Southeast,20060221,15
Southeast,20060228,30
Southeast,20060307,34
Southeast,20060314,46
Southeast,20060321,48
Southeast,20060328,77
Southeast,20060404,104
Southeast,20060411,103
Southeast,20060418,114
Southeast,20060425,111
Southeast,20060502,105
Southeast,20060509,104
Southeast,20060516,81
Southeast,20060523,79
Southeast,20060530,89
Southeast,20060606,100
Southeast,20060613,114
Southeast,20060620,99
Southeast,20060627,81
Southeast,20060704,89
Southeast,20060711,94
Southeast,20060718,126
Southeast,20060725,132
Southeast,20060801,134
Southeast,20060808,145
Southeast,20060815,146
Southeast,20060822,162
Southeast,20060829,148
Southeast,20060905,127
Southeast,20060912,116
Southeast,20060919,75
Southeast,20060926,70
Southeast,20061003,86
Southeast,20061010,91
Southeast,20061017,92
Southeast,20061024,83
Southeast,20061031,73
Southeast,20061107,66
Southeast,20061114,68
Southeast,20061121,41
Southeast,20061128,31
Southeast,20061205,35
Southeast,20061212,48
Southeast,20061219,62
Southeast,20061226,60
Southeast,20070102,59
Southeast,20070109,52
Southeast,20070116,50
Southeast,20070123,40
Southeast,20070130,40
Southeast,20070206,34
Southeast,20070213,47
Southeast,20070220,57
Southeast,20070227,58
Southeast,20070306,47
Southeast,20070313,102
Southeast,20070320,108
Southeast,20070327,130
Southeast,20070403,144
Southeast,20070410,146
Southeast,20070417,127
Southeast,20070424,161
Southeast,20070501,184
Southeast,20070508,200
Southeast,20070515,204
Southeast,20070522,227
Southeast,20070529,245
Southeast,20070605,222
Southeast,20070612,230
Southeast,20070619,238
Southeast,20070626,240
Southeast,20070703,227
Southeast,20070710,226
Southeast,20070717,231
Southeast,20070724,234
Southeast,20070731,246
Southeast,20070807,256
Southeast,20070814,284
Southeast,20070821,305
Southeast,20070828,300
Southeast,20070904,272
Southeast,20070911,298
Southeast,20070918,281
Southeast,20070925,279
Southeast,20071002,298
Southeast,20071009,305
Southeast,20071016,321
Southeast,20071023,302
Southeast,20071030,245
Southeast,20071106,253
Southeast,20071113,273
Southeast,20071120,285
Southeast,20071127,289
Southeast,20071204,299
Southeast,20071211,314
Southeast,20071218,313
Southeast,20071225,311
Southeast,20080101,283
Southeast,20080108,284
Southeast,20080115,288
Southeast,20080122,276
Southeast,20080129,281
Southeast,20080205,272
Southeast,20080212,273
Southeast,20080219,269
Southeast,20080226,230
Southeast,20080304,227
Southeast,20080311,193
Southeast,20080318,192
Southeast,20080325,188
Southeast,20080401,192
Southeast,20080408,161
Southeast,20080415,159
Southeast,20080422,154
Southeast,20080429,145
Southeast,20080506,148
Southeast,20080513,141
Southeast,20080520,141
Southeast,20080527,143
Southeast,20080603,149
Southeast,20080610,173
Southeast,20080617,182
Southeast,20080624,188
Southeast,20080701,193
Southeast,20080708,186
Southeast,20080715,179
Southeast,20080722,186
Southeast,20080729,187
Southeast,20080805,188
Southeast,20080812,203
Southeast,20080819,201
Southeast,20080826,149
Southeast,20080902,136
Southeast,20080909,118
Southeast,20080916,116
Southeast,20080923,114
Southeast,20080930,137
Southeast,20081007,137
Southeast,20081014,131
Southeast,20081021,132
Southeast,20081028,109
Southeast,20081104,111
Southeast,20081111,116
Southeast,20081118,110
Southeast,20081125,116
Southeast,20081202,110
Southeast,20081209,100
Southeast,20081216,54
Southeast,20081223,53
Southeast,20081230,52
Southeast,20090106,58
Southeast,20090113,51
Southeast,20090120,51
Southeast,20090127,59
Southeast,20090203,65
Southeast,20090210,116
Southeast,20090217,130
Southeast,20090224,143
Southeast,20090303,140
Southeast,20090310,143
Southeast,20090317,140
Southeast,20090324,138
Southeast,20090331,103
Southeast,20090407,70
Southeast,20090414,63
Southeast,20090421,58
Southeast,20090428,64
Southeast,20090505,60
Southeast,20090512,53
Southeast,20090519,31
Southeast,20090526,11
Southeast,20090602,5
Southeast,20090609,3
Southeast,20090616,3
Southeast,20090623,4
Southeast,20090630,11
Southeast,20090707,30
Southeast,20090714,30
Southeast,20090721,35
Southeast,20090728,33
Southeast,20090804,30
Southeast,20090811,30
Southeast,20090818,38
Southeast,20090825,30
Southeast,20090901,22
Southeast,20090908,26
Southeast,20090915,32
Southeast,20090922,38
Southeast,20090929,27
Southeast,20091006,24
Southeast,20091013,27
Southeast,20091020,26
Southeast,20091027,30
Southeast,20091103,27
Southeast,20091110,27
Southeast,20091117,15
Southeast,20091124,12
Southeast,20091201,10
Southeast,20091208,4
Southeast,20091215,3
Southeast,20091222,2
Southeast,20091229,1
Southeast,20100105,1
Southeast,20100112,1
Southeast,20100119,1
Southeast,20100126,0
Southeast,20100202,0
Southeast,20100209,0
Southeast,20100216,0
Southeast,20100223,0
Southeast,20100302,0
Southeast,20100309,3
Southeast,20100316,0
Southeast,20100323,0
Southeast,20100330,0
Southeast,20100406,5
Southeast,20100413,6
Southeast,20100420,9
Southeast,20100427,18
Southeast,20100504,16
Southeast,20100511,22
Southeast,20100518,11
Southeast,20100525,6
Southeast,20100601,6
Southeast,20100608,5
Southeast,20100615,6
Southeast,20100622,8
Southeast,20100629,24
Southeast,20100706,46
Southeast,20100713,50
Southeast,20100720,61
Southeast,20100727,75
Southeast,20100803,73
Southeast,20100810,84
Southeast,20100817,85
Southeast,20100824,62
Southeast,20100831,61
Southeast,20100907,70
Southeast,20100914,109
Southeast,20100921,144
Southeast,20100928,130
Southeast,20101005,98
Southeast,20101012,111
Southeast,20101019,126
Southeast,20101026,130
Southeast,20101102,132
Southeast,20101109,132
Southeast,20101116,128
Southeast,20101123,143
Southeast,20101130,158
Southeast,20101207,151
Southeast,20101214,151
Southeast,20101221,152
Southeast,20101228,156
Southeast,20110104,155
Southeast,20110111,173
Southeast,20110118,181
Southeast,20110125,186
Southeast,20110201,192
Southeast,20110208,174
Southeast,20110215,184
Southeast,20110222,191
Southeast,20110301,199
Southeast,20110308,183
Southeast,20110315,169
Southeast,20110322,172
Southeast,20110329,158
Southeast,20110405,139
Southeast,20110412,137
Southeast,20110419,127
Southeast,20110426,125
Southeast,20110503,129
Southeast,20110510,142
Southeast,20110517,154
Southeast,20110524,161
Southeast,20110531,176
Southeast,20110607,196
Southeast,20110614,215
Southeast,20110621,236
Southeast,20110628,232
Southeast,20110705,240
Southeast,20110712,216
Southeast,20110719,193
Southeast,20110726,195
Southeast,20110802,204
Southeast,20110809,201
Southeast,20110816,173
Southeast,20110823,173
Southeast,20110830,187
Southeast,20110906,157
Southeast,20110913,160
Southeast,20110920,163
Southeast,20110927,153
Southeast,20111004,154
Southeast,20111011,155
Southeast,20111018,152
Southeast,20111025,150
Southeast,20111101,156
Southeast,20111108,161
Southeast,20111115,164
Southeast,20111122,163
Southeast,20111129,144
Southeast,20111206,149
Southeast,20111213,147
Southeast,20111220,152
Southeast,20111227,148
Southeast,20120103,157
Southeast,20120110,168
Southeast,20120117,181
Southeast,20120124,174
Southeast,20120131,186
Southeast,20120207,198
Southeast,20120214,210
Southeast,20120221,203
Southeast,20120228,201
Southeast,20120306,184
Southeast,20120313,188
Southeast,20120320,199
Southeast,20120327,191
Southeast,20120403,195
Southeast,20120410,214
Southeast,20120417,222
Southeast,20120424,221
Southeast,20120501,241
Southeast,20120508,238
Southeast,20120515,220
Southeast,20120522,206
Southeast,20120529,193
Southeast,20120605,171
Southeast,20120612,129
Southeast,20120619,125
Southeast,20120626,114
Southeast,20120703,138
Southeast,20120710,140
Southeast,20120717,137
Southeast,20120724,134
Southeast,20120731,127
Southeast,20120807,113
Southeast,20120814,94
Southeast,20120821,92
Southeast,20120828,84
Southeast,20120904,76
Southeast,20120911,78
Southeast,20120918,77
Southeast,20120925,74
Southeast,20121002,62
Southeast,20121009,59
Southeast,20121016,67
Southeast,20121023,69
Southeast,20121030,74
Southeast,20121106,91
Southeast,20121113,103
Southeast,20121120,114
Southeast,20121127,145
Southeast,20121204,158
Southeast,20121211,156
Southeast,20121218,157
Southeast,20121225,158
Southeast,20130101,147
Southeast,20130108,147
Southeast,20130115,144
Southeast,20130122,131
Southeast,20130129,151
Southeast,20130205,152
Southeast,20130212,130
Southeast,20130219,131
Southeast,20130226,83
Southeast,20130305,78
Southeast,20130312,75
Southeast,20130319,76
Southeast,20130326,55
Southeast,20130402,57
Southeast,20130409,48
Southeast,20130416,40
Southeast,20130423,35
Southeast,20130430,28
Southeast,20130507,14
Southeast,20130514,14
Southeast,20130521,15
Southeast,20130528,19
Southeast,20130604,19
Southeast,20130611,8
Southeast,20130618,9
Southeast,20130625,9
Southeast,20130702,4
Southeast,20130709,1
Southeast,20130716,0
Southeast,20130723,0
Southeast,20130730,0
Southeast,20130806,0
Southeast,20130813,0
Southeast,20130820,0
Southeast,20130827,0
Southeast,20130903,0
Southeast,20130910,0
Southeast,20130917,2
Southeast,20130924,2
Southeast,20131001,9
Southeast,20131008,9
Southeast,20131015,1
Southeast,20131022,11
Southeast,20131029,24
Southeast,20131105,31
Southeast,20131112,39
Southeast,20131119,57
Southeast,20131126,50
Southeast,20131203,43
Southeast,20131210,41
Southeast,20131217,42
Southeast,20131224,29
Southeast,20131231,8
Southeast,20140107,9
Southeast,20140114,5
Southeast,20140121,5
Southeast,20140128,15
Southeast,20140204,9
Southeast,20140211,5
Southeast,20140218,3
Southeast,20140225,2
Southeast,20140304,2
Southeast,20140311,6
Southeast,20140318,6
Southeast,20140325,7
Southeast,20140401,10
Southeast,20140408,1
Southeast,20140415,1
Southeast,20140422,3
Southeast,20140429,2
Southeast,20140506,4
Southeast,20140513,7
Southeast,20140520,5
Southeast,20140527,7
Southeast,20140603,8
Southeast,20140610,8
Southeast,20140617,6
Southeast,20140624,6
Southeast,20140701,5
Southeast,20140708,14
Southeast,20140715,24
Southeast,20140722,20
Southeast,20140729,29
Southeast,20140805,28
Southeast,20140812,27
Southeast,20140819,31
Southeast,20140826,39
Southeast,20140902,50
Southeast,20140909,43
Southeast,20140916,44
Southeast,20140923,48
Southeast,20140930,56
Southeast,20141007,51
Southeast,20141014,40
Southeast,20141021,37
Southeast,20141028,46
Southeast,20141104,54
Southeast,20141111,61
Southeast,20141118,59
Southeast,20141125,39
Southeast,20141202,38
Southeast,20141209,41
Southeast,20141216,49
Southeast,20141223,49
Southeast,20141230,16
Southeast,20150106,12
Southeast,20150113,10
Southeast,20150120,16
Southeast,20150127,15
Southeast,20150203,17
Southeast,20150210,26
Southeast,20150217,33
Southeast,20150224,34
Southeast,20150303,28
Southeast,20150310,27
Southeast,20150317,28
Southeast,20150324,28
Southeast,20150331,37
Southeast,20150407,44
Southeast,20150414,41
Southeast,20150421,17
Southeast,20150428,13
Southeast,20150505,15
Southeast,20150512,19
Southeast,20150519,21
Southeast,20150526,37
Southeast,20150602,37
Southeast,20150609,30
Southeast,20150616,35
Southeast,20150623,55
Southeast,20150630,59
Southeast,20150707,53
Southeast,20150714,56
Southeast,20150721,62
Southeast,20150728,65
Southeast,20150804,83
Southeast,20150811,82
Southeast,20150818,84
Southeast,20150825,82
Southeast,20150901,84
Southeast,20150908,90
Southeast,20150915,94
Southeast,20150922,92
Southeast,20150929,61
Southeast,20151006,26
Southeast,20151013,31
Southeast,20151020,33
Southeast,20151027,27
Southeast,20151103,20
Southeast,20151110,10
Southeast,20151117,11
Southeast,20151124,8
Southeast,20151201,7
Southeast,20151208,5
Southeast,20151215,8
Southeast,20151222,7
Southeast,20151229,6
Southeast,20160105,7
Southeast,20160112,7
Southeast,20160119,6
Southeast,20160126,4
Southeast,20160202,5
Southeast,20160209,2
Southeast,20160216,2
Southeast,20160223,1
Southeast,20160301,3
Southeast,20160308,7
Southeast,20160315,9
Southeast,20160322,11
Southeast,20160329,17
Southeast,20160405,17
Southeast,20160412,19
Southeast,20160419,35
Southeast,20160426,43
Southeast,20160503,46
Southeast,20160510,33
Southeast,20160517,38
Southeast,20160524,31
Southeast,20160531,37
Southeast,20160607,39
Southeast,20160614,46
Southeast,20160621,51
Southeast,20160628,55
Southeast,20160705,59
Southeast,20160712,62
Southeast,20160719,64
Southeast,20160726,66
Southeast,20160802,71
Southeast,20160809,63
Southeast,20160816,62
Southeast,20160823,60
Southeast,20160830,66
Southeast,20160906,54
Southeast,20160913,73
Southeast,20160920,76
Southeast,20160927,87
Southeast,20161004,82
Southeast,20161011,96
Southeast,20161018,116
Southeast,20161025,130
Southeast,20161101,139
Southeast,20161108,153
Southeast,20161115,181
Southeast,20161122,210
Southeast,20161129,219
Southeast,20161206,199
Southeast,20161213,190
Southeast,20161220,194
Southeast,20161227,194
Southeast,20170103,141
Southeast,20170110,128
Southeast,20170117,127
Southeast,20170124,75
Southeast,20170131,75
Southeast,20170207,75
Southeast,20170214,93
Southeast,20170221,100
Southeast,20170228,109
Southeast,20170307,109
Southeast,20170314,108
Southeast,20170321,124
Southeast,20170328,136
Southeast,20170404,121
Southeast,20170411,118
Southeast,20170418,135
Southeast,20170425,113
Southeast,20170502,108
Southeast,20170509,99
Southeast,20170516,99
Southeast,20170523,78
Southeast,20170530,68
Southeast,20170606,45
Southeast,20170613,21
Southeast,20170620,11
Southeast,20170627,5
Southeast,20170704,1
Southeast,20170711,0
Southeast,20170718,1
Southeast,20170725,5
Southeast,20170801,11
Southeast,20170808,11
Southeast,20170815,8
Southeast,20170822,10
Southeast,20170829,14
Southeast,20170905,9
Southeast,20170912,2
Southeast,20170919,3
Southeast,20170926,5
Southeast,20171003,13
Southeast,20171010,23
Southeast,20171017,32
Southeast,20171024,28
Southeast,20171031,25
Southeast,20171107,27
Southeast,20171114,42
Southeast,20171121,53
Southeast,20171128,72
Southeast,20171205,88
Southeast,20171212,86
Southeast,20171219,90
Southeast,20171226,90
Southeast,20180102,106
Southeast,20180109,115
Southeast,20180116,119
Southeast,20180123,135
Southeast,20180130,132
Southeast,20180206,124
Southeast,20180213,70
Southeast,20180220,63
Southeast,20180227,61
Southeast,20180306,68
Southeast,20180313,74
Southeast,20180320,71
Southeast,20180327,79
Southeast,20180403,88
Southeast,20180410,91
Southeast,20180417,74
Southeast,20180424,59
Southeast,20180501,52
Southeast,20180508,56
Southeast,20180515,52
Southeast,20180522,19
Southeast,20180529,3
Southeast,20180605,2
Southeast,20180612,1
Southeast,20180619,2
Southeast,20180626,2
Southeast,20180703,3
Southeast,20180710,4
Southeast,20180717,6
Southeast,20180724,4
Southeast,20180731,7
Southeast,20180807,2
Southeast,20180814,3
Southeast,20180821,3
Southeast,20180828,4
Southeast,20180904,12
Southeast,20180911,12
Southeast,20180918,13
Southeast,20180925,17
Southeast,20181002,18
Southeast,20181009,22
Southeast,20181016,13
Southeast,20181023,15
Southeast,20181030,13
Southeast,20181106,12
Southeast,20181113,13
Southeast,20181120,13
Southeast,20181127,13
Southeast,20181204,9
Southeast,20181211,11
Southeast,20181218,11
Southeast,20181225,10
Southeast,20190101,11
Southeast,20190108,12
Southeast,20190115,13
Southeast,20190122,13
Southeast,20190129,7
Southeast,20190205,5
Southeast,20190212,5
Southeast,20190219,4
Southeast,20190226,6
Southeast,20190305,6
Southeast,20190312,12
Southeast,20190319,14
Southeast,20190326,31
Southeast,20190402,48
Southeast,20190409,48
Southeast,20190416,45
Southeast,20190423,37
Southeast,20190430,38
Southeast,20190507,38
Southeast,20190514,32
Southeast,20190521,38
Southeast,20190528,63
Southeast,20190604,87
Southeast,20190611,61
Southeast,20190618,44
Southeast,20190625,37
Southeast,20190702,34
Southeast,20190709,35
Southeast,20190716,31
Southeast,20190723,30
Southeast,20190730,30
Southeast,20190806,28
Southeast,20190813,43
Southeast,20190820,41
Southeast,20190827,35
Southeast,20190903,31
Southeast,20190910,38
Southeast,20190917,65
Southeast,20190924,119
Southeast,20191001,138
Southeast,20191008,167
Southeast,20191015,190
Southeast,20191022,147
Southeast,20191029,125
Southeast,20191105,89
Southeast,20191112,71
Southeast,20191119,55
Southeast,20191126,49
Southeast,20191203,40
Southeast,20191210,41
Southeast,20191217,31
Southeast,20191224,9
Southeast,20191231,9
